,S/N,Type,ABIA STATE,ADDRESS,Latitude,Longitude
,1721,Daily,Bola Ige International Market(Gbagi Market),"Old Ife Rd, 200113, Ibadan, Oyo",7.387758000,3.980334000
,1722,Daily,Oje Market,"200258, Ibadan, Oyo",7.389487000,3.909062000
,1723,Daily,Dugbe Market,"9VQJ+PHM Kola, Adegbola Street, 200284, Ibadan, Oyo",7.389897000,3.881279000
,1724,Daily,Bashorun Market,"Basorun Rd, 200285, Ibadan, Oyo",7.433732000,3.937837000
,1725,Daily,"Apata Market, Ibadan","9RMG+74X, 200131, Ibadan, Oyo",7.396239000,3.830033000
,1726,Daily,Scout Camp Market Challenge,"Scout Camp, Challenge Expressway, Ibadan",7.351528000,3.884010000
,1727,Daily,Iwo Rd Market,"Suite 11, 2nd Floor, Olowotinfowosanu Complex, Iwo Road 200223, Ibadan",7.411522000,3.932727000
,1728,Daily,Molete Bode Market,"Ogunmola St, 200273, Ibadan, Oyo",7.35819300,3.886631000
,1729,Daily,Oke Ado Market,"New Gra 200273, Ibadan, Oyo",7.372999000,3.878654000
,1730,Daily,Sango Market,"Sango, 200285, Ibadan, Oyo",7.424959000,3.8980290
,1731,Daily,Ojoo Market,"10 Oyo Rd, Mokola 200132, Ibadan, Oyo",7.4756710,3.913478000
,1732,Daily,Molete Market,"9V5Q+GX9, 200273, Ibadan, Oyo",7.366025000,3.894252000
,1733,Daily,Amuloko Market,"9WH7+QXC, 200258, Ibadan, Oyo",7.379673000,3.915031000
,1734,Daily,Moniya Market,"GWM5+7J7, 200136, Ibadan, Oyo",8.359052000,4.069360000
,1735,Daily,Araromi Market Agodi Gate Ibadan,"araromi market, No J 12, Agodi Gate Road, Ibadan",7.401422000,3.921724000
,1736,Daily,Orita Challenge Market Ibadan,"Adelabu market, 52, Orita Challenge Road, Ibadan",7.354242000,3.868841000
,1737,Daily,Iluju Central Market,"Ogbomoso-Igbeti Rd, 210115, Iluju, Oyo",8.313178000,4.197475000
,1738,Daily,Igbeti Central Market,"210115, Igbeti, Oyo",8.883475000,4.142543000
,1739,Daily,Central Market,"QJ96+H7C, Ogbooro - Ago Amodu Road, 203108, Ogboro, Oyo",8.867193000,3.576747000
,1740,Daily,Central Market,"3F3Q+442, 210102, Iresa, Oyo",8.171831000,4.510585000
,1741,Daily,Central Market,"C8WM+FHF, 203106, Ofiki, Oyo",8.568559000,3.329555000
,1742,Daily,Bere Market,"CWP8+5WV, 200132, Ibadan, Oyo",7.444349000,3.920556000
,1743,Daily,Ajegunle Market,"Oke-Ebo 211271, Oyo",7.850361000,3.953661000
,1744,Daily,Unnamed Market,"RWMF+6FH, Owode 211172, Oyo",7.836245000,3.924960000
,1745,Daily,Ashipa Market,"VW5M+244, Asipa 211172, Oyo",7.857738000,3.932787000
,1746,Daily,Sabo Market,"VWCP+CM9, Sabo 211108, Oyo",7.871284000,3.936764000
,1747,Daily,Iseke Market,"RWVC+JX6, Aketan 211172, Oyo",7.844397000,3.922457000
,1748,Daily,Elekaara Market,"QWQ9+8HP, 211172, Oyo",7.78869800,3.918919000
,1749,Daily,Alaka Market,"QWQ9+P7Q, 211172, Oyo",7.7896280,3.918182000
,1750,Daily,Unnamed Market,"RWXJ+V7F, Jabata 2 211271, Oyo",7.850334000,3.930687000
,1751,Daily,Araromi Market,"RWJF+GHC, Owode 211172, Oyo",7.833366000,3.924463000
,1752,Daily,Akesen Market,"1 Pakoyi Rd, Jabata 2 211271, Oyo",7.851136000,3.931676000
,1753,Daily,Alakia Market,"9XRF+8J5, A 122, 200113, Ibadan, Oyo",7.390849000,3.97414900
,1754,Daily,Akinyele Farmers Market,"HWW6+FMG, 200135, Oyo",8.793590000,3.629907000
,1755,Daily,Old Market,"6F97+232, 202104, Okaka, Oyo",8.349062000,3.506225000
,1756,Daily,Odo-Oba Ogbomoso Market,"342R+4XV, Road, 210111, Ogbomosho, Oyo",8.050847000,4.142606000
,1757,Daily,Shasha Market,Ibadan,7.377716000,3.947061000
,1758,Daily,Alhaja Olororo Market,"Akesan Market, Ibadan 211271, Oyo",7.850129000,3.930334000
,1759,Daily,Ijaye Market,"JRMV+398, 200139, Olude, Oyo",7.672033000,3.853875000
,1760,Daily,Elekuro Market,"HRVG+3CH, 200139, Olude, Oyo",7.592891000,3.826222000
,1761,Daily,Olorunda Abaa Market,"Akobo Rd, 200132, Ibadan, Oyo",7.498202000,3.979846000
,1762,Daily,Oja ba Market,"6 Olupitan Str, 200285, Ibadan, Oyo",7.416316000,3.91757800
,1763,Daily,Ido Market,"FQ94+PH6, 200130, Igbona, Oyo",7.479864000,3.758358000
,1764,Daily,Ile Olorombo Market,"Alabata Rd, 200139, Alabata, Oyo",7.589619000,3.871173000
,1765,Daily,Central Market,"QWRW+895, 211103, Oyo",7.91075200,3.917324000
,1766,Daily,"Oparinde Market, Oja Oke","RV3W+2WG, Ilora 211172, Oyo",7.802796000,3.897311000
,1767,Daily,Danzaria Market,"RWJF+V8Q, Owode 211172, Oyo",7.835474000,3.923535000
,1768,Daily,Irepodun Market,"VV8W+2HW, VIO ~ Irepodun road, Ayetooro Scheme, Laniya",7.867781000,3.896755000
,1769,Daily,Erunmu Market,"F328+7VQ, 200102, Lalupon, Oyo",7.450906000,4.067175000
,1770,Daily,Gbaremu market,"CVFJ+6CF, 200285, Ibadan, Oyo",7.435372000,3.882463000
,1771,Daily,Orita Challenge Market,"Adelabu Mkt, 52, orita Challenge Rd, Ibadan",7.341774000,3.870367000
,1772,Daily,Isopako Bodija Market,"After Isopako, Bodija Mkt Rd, Lao Junction, Ibadan",7.442037000,3.919546000
,1773,Daily,Oritamerin Market,"9VHV+4F8, Ibikunle Street, 200284, Osogbo, Oyo",7.382787000,3.895513000
,1774,Daily,Baaro Market,"C7PF+RPQ, 201101, Igbo-Ora, Oyo",7.437284000,3.274435000
,1775,Daily,Towobowo Market,"58 Okediji Ave, Mokola Hill 201102, Ibadan",7.432665000,3.290313000
,1776,Daily,Oja Oba Igbo Ora,"C7RF+XMQ, Unnamed Road, 201101, Igbo-Ora, Oyo",7.510859000,3.301022000
,1777,Daily,Onilado Markets,"C7VP+G46, 201101, Igbo-Ora, Oyo",7.45892200,3.281479000
,1778,Daily,Oba- Ido Market,"Oba, Ido Off Adetokun, Eleyele, Ibadan",8.402528000,3.893578000
,1779,Daily,Omi Adio Market,"9QV2+888, 200131, Omin Adio, Oyo",7.405282000,3.755475000
,1780,Daily,Oluwole Market,"XHFQ+WQP, Oke-Ayo Street, 202101, Iseyin, Oyo",8.143970000,3.692305000
,1781,Daily,Oja Ebedi,"Ebedi Market, 202103, Iseyin, Oyo",7.958538000,3.614627000
,1782,Daily,Ilero Market,"38RX+H2, 202108, Kajola, Oyo",8.09206400,3.347719000
,1783,Daily,Ado Awaye Market,"RCJJ+FF9, 202102, Ado Awaiye, Oyo",7.831362000,3.431224000
,1784,Daily,Alagbaa Market,"G4QG+3PF, 201105, Adegbola, Oyo",7.537869000,3.126784000
,1785,Daily,Akande Market,"46GM+G66, A1, 212102, Ogbomosho, Oyo",8.154187000,4.23494400
,1786,Daily,New Gbaawojo Market,"MC52+GH4, 203101, Shaki, Oyo",8.73729000,3.393196000
,1787,Daily,Saki Market,"Ikoomi saki, LGA, 203101, Shaki",8.467670000,3.404172000
,1788,Daily,Mokore Market,"6F86+RFX, Iseyin-Okaka, 202104, Okaka, Oyo",8.217240000,3.461278000
,1789,Daily,Owode Market,"203101, Shaki, Oyo",8.711460000,3.397254000
,1790,Daily,"Idi Mango Market, Saki","Idi Mango Market, Shaki",8.677689000,3.395467000
,1791,Daily,Unnamed Market,"46M6+793, 202106, Ikomu, Oyo",8.133264000,3.210978000
,1792,Daily,Sepeteri Market,"JJHR+2P8, Agaw-Are-Ago Amadu, Ago Amodu",8.633725,3.641217000
,1793,Daily,Olorunsogo Market,"3VJ4+F8R, 212101, Kishi, Oyo",9.131605000,3.845651000
,1794,Daily,Mafowoku Market,"RPHM+QGH, 212104, Igboho, Oyo",8.829688000,3.73384200
,1795,Daily,Market in Olopa,"W6CP+67V, 210115, Kosigi, Oyo",8.920792000,4.235679000
,1796,Daily,Local Government Market,"JJC8+V55, Agaw-Are-Ago Amadu, 203109, Oyo",8.657418000,3.621813000
,1797,Daily,Inalende Market,"9VVR+3CG, 200284, Ibadan, Oyo",7.392822000,3.891116000
,1798,Daily,Olomi Central Market,"8WQ9+9RQ, 110115, Ibadan, Oyo",7.338795000,3.91966500
,1799,Daily,Sango Oju-Irin Market,"CXPJ+6XJ, Oju-irin railway Junction, Sango, Ibadan",7.476904000,3.970079000
,1800,Daily,Oke-Ola Market,"M5JJ+9RM, 201007, Oyo",7.681196000,3.182025000
,1801,Daily,Segon Market,"M5HM+WG6, 201007, Igangan, Oyo",7.713413000,3.180720000
,1802,Daily,Oba Market,"F6XR+4R2, 201101, Igbo-Ora, Oyo",7.543091000,3.245262000
,1803,Daily,Market in Aba Ladunni,"39PV+9CH, 210104, Aba Ladunni, Oyo",8.513598000,4.304773000
,1804,Daily,Unnamed Market,"7889+VPJ, 210115, Abduka, Oyo",8.267585000,4.319280000
,1805,Daily,Iseyin Market,"202101, Iseyin, Oyo",8.147153000,3.619292000
,1806,Daily,Aboto-Oja Central Market,Ila-Oja 240104,8.274742000,4.542104000
,1807,Daily,Atenda Market,"46VV+V27, Sabo 212102, Ogbomosho, Oyo",8.164401000,4.241665000
,1808,Daily,The New Sabo Market,"VWCP+CM9, Sabo 211108, Oyo",7.871390000,3.936785000
,1809,Daily,Masifa Market,"47P2+9F9, 212102, Ogbomosho, Oyo",8.145058000,4.250533000
,1810,Daily,Olojo Mini Market Ogbomoso,"46PV+WMW, 212102, Ogbomosho, Oyo",8.168438000,4.24076500
,1811,Daily,Oja Akunko,"46FR+RCF, 210101, Ogbomosho, Oyo",8.124696000,4.240973000
,1812,Daily,Oja Jagun Market,"46HW+FRV, 212102, Ogbomosho, Oyo",8.128989000,4.247103000
,1813,Daily,Oja Waso,"47W2+77Q, Sabo Area 212102, Ogbomosho, Oyo",8.14589600,4.25086300
,1814,Daily,Aarada Market,"468W+M3V, 210101, Ogbomosho, Oyo",8.14537000,4.248996000
,1815,Daily,Sasa Market,"FWM5+8WX, 200132, Ibadan, Oyo",7.483531000,3.909602000
,1816,Daily,Agbaje Market,"Agbaje Rd, 200116, Ibadan",7.462646000,3.88071500
,1817,Daily,Oyedeji Market,"G3R2+V28, 200103, Elesu, Oyo",7.568752000,4.046219000
,1818,Daily,Former Wazobia Market,"47W2+983, A1, 212102, Ogbomosho, Oyo",8.146099000,4.25078100
,1819,Daily,Market in Ijaiye,"J8FG+C99, Market St, Ijaiye 102212, Lagos",6.630730000,3.328406000
,1820,Daily,Gbonje Market,"beside okeho, central musque, 202107, Okeho, Oyo",8.061457000,3.334936000
,1821,Daily,1st Ogunpa International Market,"24 Amunginu street, opposite Solokada farmers shop, 200263, Ibadan, Oyo",7.365883000,3.895536000
,1822,Daily,Orita Aperin Central Market,"It is located, Apenin Road, beside the dumping site and extend to, opp. IMG Primary School, 200258, Ibadan, Oyo",7.368250000,3.919386000
,,,,,,
,,,PLATEAU STATE,,,
,1823,Daily,Abbatoir Market,"Abbatoir Market, Jos, Plateau",9.889937000,8.887358000
,1824,Daily,"Terminus, Jos Main Market","Terminus Abuja Market, 930105, Jos",9.92150400,8.89072400
,1825,Daily,Bukuru Market,"QVV2+PMH, 930101, Jos, Plateau",9.795589000,8.851493000
,1826,Daily,Angwan Rukuba Market,"14 Bauchi Ring Rd, 930105, Jos",9.947961000,8.916794000
,1827,Daily,Katako Market,"WVVH+86R, 930105, Jos, Plateau",9.943606000,8.878120000
,1828,Daily,Yan Doya Market,"WV9V+5MP, 930105, Jos, Plateau",9.920085000,8.893286000
,1829,Daily,Katako Market,"WVVH+86R, 930105, Jos, Plateau",9.954877000,8.877255000
,1830,Daily,GSM Market(Hamaz),"10 Ahmadu Bello Way, 930105, Jos, Plateau",9.91686800,8.889229000
,1831,Daily,Daily Market Pankshin,"8CGQ+3GP, 933105, Pankshin, Plateau",9.325414000,9.438953000
,1832,Daily,,,,
,1833,Daily,Laranto Market,"WVRH+PC6, 930105, Jos, Plateau",9.94391600,8.879013000
,1834,Daily,State Low Cost Market,"VV52+GGG Itf Quaters, Road, 930104, Jos, Plateau",9.858950000,8.851359000
,1835,Daily,Unnamed Market,"WVGX+JJ3, Angwan Rukuba 930105, Jos, Plateau",9.928019000,8.899269000
,1836,Daily,Chorbe Market,"Dan Boi Chai Street, 930105, Jos",9.935881000,8.882532000
,1837,Daily,Layin Tailoli New Market,"New Market (Yantipa) Jos, Jos",9.936303000,8.890342000
,1838,Daily,Tamerash Mini Market,"193 Bukuru Bypass By British America Junc, Jos",9.915814000,8.88501000
,1839,Daily,Gada-Biu Market,"WVF6+WRR, Kabong, Rukuba Rd, Jos",9.935418000,8.862297000
,1840,Daily,Kadima Market,"Kadima, Hwolshe, 930104, Jos, Plateau",9.882118000,8.869027000
,1841,Daily,Main Market,"HEAD OFFICE: TERMINUS MAIN MARKET JOS PLATEAU RESIDENCE: 15 UNITY PLAZA, Jos",9.921026000,8.892981000
,1842,Daily,Abuja Market,"WVCR+226, 930105, Jos, Plateau",9.925774000,8.891700000
,1843,Daily,Tayin Tailoli New Market,"WVPP+P44, 930105, Jos, Plateau",9.939625000,8.885177000
,1844,Daily,Hwolshe Market,"Nitel Rd, 930104, Jos",9.882459000,8.872232000
,1845,Daily,JMDB Satellite Market,"WV9R+WC6, Bauchi Rd, 930105, Jos, Plateau",9.920030000,8.890929000
,1846,Daily,Old Bukuru Market,"41 Langtang Str, 930105, Jos",9.924455000,8.888139000
,1847,Daily,Wakawaka Market,"Rayfield Rd, 930101, Jos, Plateau",9.855245000,8.895121000
,1848,Daily,Kugiya Market,"QVQ8+G3C, 930103, Bukuru, Plateau",9.789120000,8.865387000
,1849,FRIDAY,Mangu Friday Market,"F4RQ+926, 932101, Mangu, Plateau",9.491183000,9.137563000
,1850,Daily,Jos Main Market,"930105, Jos, Plateau",9.920452000,8.893160000
,1851,Daily,Jang Farmers Market,"MQFJ+MVH, 930101, Vom Wang, Plateau",9.674360000,8.781958000
,1852,Daily,Grey's Market,"VR6V+H8F, Rantya Rd, State low-cost 930104, Jos, Plateau",9.86167900,8.843386000
,1853,Daily,Mai Adiko Market,"33779 Barkin Ladi Rd, 930103, Jos, Plateau",9.830372000,8.890879000
,1854,Daily,Kwanga Community Market,"VWCX+QG3, Sabon Gari - Kwanga - Zarazong way, Jos",9.872108000,8.948833000
,1855,Daily,Market in Dogo Na Hawa,"QWGG+38M, 930102, Shen, Plateau",9.778945000,8.926904000
,1856,Daily,Fobur Market Place,"V24C+CMF, Road, New 930109, Fobur, Plateau",9.858173000,9.022815000
,1857,Daily,Dadinkowa Mini-Food Market,"Bukuru Expy, 930104, Jos, Plateau",9.856178000,8.862576000
,1858,Daily,Jos Terminus Market,"Terminus abuja market, 930105, Jos, Plateau",9.921547000,8.890820000
,1859,Daily,Binchi Market,"2P52+49C, Unnamed Road, 930114, Binchi, Plateau",10.00795800,8.70094000
,1860,Daily,Cabbage Market Rusau,"XV59+M75, Farin Gada Rd, 930105, Jos, Plateau",9.959333000,8.868263000
,1861,Daily,Yan Gwanjo Market,"WVRH+XCJ, 930105, Jos, Plateau",9.942733000,8.878598000
,1862,Daily,Ampang Market,"852Q+4PW, 932108, Mpan, Plateau",9.300660000,9.189261000
,1863,Daily,Dengi Market,"9X86+3MM, 942101, Dengi, Plateau",9.465860000,10.01531300
,1864,Daily,Market in Labonlai,"Wukari-Amper Rd, 941112, Rek, Plateau",9.343042000,9.746109000
,1865,Daily,Laka Market,"6RGJ+367, 941112, Burat, Plateau",9.225219000,9.830774000
,1866,Daily,Kwanpe Market,"5RJ3+QFH, Wukari-Amper Rd, 941101, Jos, Plateau",9.182124000,9.80370000
,1867,Daily,Myet Market,"Bauchi Road, 933108, Myet, Plateau",9.468770000,9.556986000
,1868,Daily,Saturday Market,"4QPM+7QV, 941101, Langtang, Plateau",9.202853000,9.744162000
,1869,Daily,Bido Market,"5R33+PJC, 941102, Langtang, Plateau",9.154616000,9.80409200
,1870,Daily,Dawaki New Market,"CHQ9+P86, 933108, Dawaki, Plateau",9.439484000,9.568176000
,1871,Daily,Bom Mini Market,"MJR7+FRJ, Along Bogoro Road Line one Bom, Bogoro",9.691434000,9.614561000
,1872,Daily,Marit Market,"FXCR+PVH, 931103, Buka Bokwai, Plateau",9.472121000,8.992338000
,1873,Daily,Gwakim City( Dorowa Tsofo) Market,"H2HX+C99, 931104, Dorowa Tsofo, Plateau",9.578577000,9.049193000
,1874,Daily,Dorowa Babuje Market,"HX79+2FG, 931103, Barakin Nafam Dregi, Plateau",9.562838000,8.96868000
,1875,Daily,Bokkos Market,"932110, Bokkos, Plateau",9.296570000,8.994664000
,1876,Daily,Market in Hoss,"JP7H+JCV, 931107, Makera, Plateau",9.649498000,8.723083000
,1877,Daily,Mararaban Pushit Market,"932105, Vodni, Plateau",9.403806000,9.273414000
,1878,Monday,"Monday Market, Pankshin","8CJG+4C8, 933105, Pankshin, Plateau",9.33043400,9.426087000
,1879,Daily,Kwogo Hoss  Market,"Market, 931107, Hoss, Plateau",9.613951000,8.728907000
,1880,Daily,Market in Mabudi,"HVJ7+GC8, 941108, Mabudi, Plateau",8.701744000,9.843198000
,1881,Daily,Gidan Dabat Market,"P68M+39P, 940115, Kwande, Plateau",8.715352000,9.23342100
,1882,Daily,Kerang Market,"85MX+6H3, 932107, Mpan, Plateau",9.334973000,9.199099000
,1883,Daily,NSHAR Market,"Lafia - Shandam Rd, 940103, Yelwa, Plateau",8.958759000,9.607377000
,1884,Daily,Namu New Market,"M3PR+3WV, Lafia - Shandam Rd, 940114, Namu, Plateau",8.714377000,9.096937000
,1885,Daily,Market in Turinya,"M9QJ+J29, 940104, Turinya, Plateau",8.692932000,9.38218000
,1886,Daily,Panyam Market,"C658+77C, Pankshin-Barakin Ladi Rd, 932106, Panyam, Plateau",9.428625000,9.212408000
,1887,Daily,Kamkun Market,"QR9P+P28, 941107, Kamkun, Plateau",8.769502000,9.835188000
,1888,Daily,Shendam Central Market,"VGHQ+35H Lafia, Road, 940101, Shendam, Plateau",8.877942000,9.537950000
,1889,Daily,Market in Nagani,"QR2Q+QVQ, 941109, Nagani, Plateau",8.841594000,9.857524000
,1890,Daily,Garkawa Market,"WRP2+M2C, 940108, Gerkawa, Plateau",8.936869000,9.800922000
,1891,Daily,Lakushi Market,"HHH5+74P, 940104, Lakushi Makat, Plateau",8.57843300,9.557859000
,1892,Daily,Tunkus Market,"2JC7+WW7, 940108, Tunkus, Plateau",9.022463000,9.614891000
,1893,Daily,Tambes New Market,"992M+P27, 933105, Pankshin, Plateau",9.351912000,9.382563000
,1894,Daily,Tomtom Thursday Market,"Unnamed Rd, 933112, Tomtom, Plateau",9.201668000,9.504370000
,1895,Daily,Mabudi Market,"941109, Mabudi, Plateau",8.776878000,9.781499000
,1896,Daily,"Central Market Yelwan, Shandam","RM46+H47, Wukari-Amper Rd, 940103, Yelwa, Plateau",8.80695600,9.659685000
,1897,Daily,Walnim Market,"PVGX+9X3, LGA, opposite kumkum memorial clinic, 941107, Walnim, Plateau",8.726113000,9.899779000
,,,,,,
,,,,,,
,,,RIVERS STATE,,,
,1898,Daily,Obio/Akpor International Market,"69 SARS Rd, Opposite 500102, Port Harcourt, Rivers",4.891205000,6.970812000
,1899,Daily,Oil Mill Market,"E - W Rd, Rumuokwurusi 500102, Port Harcourt, Rivers",4.858779000,7.064853000
,1900,Daily,Main Oke Obigbo Market,"V4CV+G7J, 452115, Oyigbo, Rivers",4.888025000,7.151525000
,1901,Daily,Choba Market,"VWQ2+F74, 500102, Oduoha-Emuoha, Rivers",4.914046000,6.909123000
,1902,Daily,Mile 4 Market,"RXHJ+3X4, Rumueme 500272, Port Harcourt, Rivers",4.82781900,6.982577000
,1903,Daily,Mile 1 Market,"Ikwerre Rd, Woji 500101, Port Harcourt, Rivers",4.792044000,6.998579000
,1904,Daily,Mgbogba Market,"Ada George Rd, Mgbuoba 500272, Port- Harcourt",4.847995000,6.973901000
,1905,Daily,Ogbum-Nu-Abali Market (Ahiaezi),"Gada St, Ogbunabali 500101, Port Harcourt, Rivers",4.803296000,7.008914000
,1906,Daily,Slaughter Market,"Trans Woji Rd, Trans Amadi 500102, Port Harcourt",4.814105000,7.04483800
,1907,Daily,Eleme Market,"Eleme 501101, Port Harcourt, Rivers",4.791459000,7.119666000
,1908,Daily,Okrika Central Market,"P3XM+8P3, Okrika Road, Abuloma 500103, Okrika, Rivers",4.748475000,7.084304000
,1909,Daily,Rumuokoro Market,"25 Eligbolo Street, Umuibo 500102, Port Harcourt, Rivers",4.868395000,7.001058000
,1910,Daily,Sangana Market,"QXVX+HPQ, Uyo St, Woji 500101, Port Harcourt, Rivers",4.798623000,7.000796000
,1911,Daily,Onne Market,"501101, Onne, Rivers",4.744794000,7.15337500
,1912,Daily,"Town Market ,Creek Road","Q25C+89C, Port Harcourt 500101, Port Harcourt, Rivers",4.75866500,7.021049000
,1913,Daily,Market in Otari,"VM52+PVX, 510102, Egbolom, Rivers",4.957859000,6.653287000
,1914,Daily,Market in Omofo,"XPCQ+3VX, 511102, Rumuji, Rivers",5.080025000,6.724619000
,1915,Daily,Akpolu Market,"QQ58+Q7C, 504102, Degema, Rivers",4.75962200,6.765693000
,1916,Daily,Obein Market,"QQ69+Q8R, 504102, Degema, Rivers",4.762161000,6.76832900
,1917,Daily,Otowo Market,"QQM9+GH3, 504102, Degema, Rivers",4.784023000,6.768890000
,1918,Daily,Upoku Market,"QQ5F+647, 504102, Degema, Rivers",4.758280000,6.772835000
,1919,Daily,Market in Odua,"WFC2+XJ4, 510102, Odua, Rivers",5.449653000,6.404521000
,1920,Daily,Rumuekpe Market ,"Ovelle Road, 511102",4.983847000,6.68957900
,1921,Daily,Unakala Market,"2HGX+H79, Unnamed Road, 510101, Ochiba, Rivers",5.026673000,6.598377000
,1922,Daily,Okarki Market Square,"XCMH+XRF, 510101, Okarki, Rivers",5.515269000,6.514384000
,1923,Daily,Modern Market,"Off Buguma-Degema Rd, 504101, Buguma, Rivers",4.804577000,6.850845000
,1924,Daily,Rumuji Market,"WQQJ+F69, 511102, Rumuji, Rivers",4.950863000,6.771192000
,1925,Daily,Ayankwo Market,"RRGM+33H, 504101, Sama, Rivers",4.825512000,6.832777000
,1926,Daily,Market in Ndelle,"XPCQ+3VX, 511102, Rumuji, Rivers",5.022681000,6.752042000
,1927,Daily,Igwuruta Main Market,"Igwuruta Road, 512101, Port Harcourt, Rivers",4.984375000,7.026701000
,1928,Daily,Ayama Market,"GF6C+8W3, 503102, Unyeada, Rivers",4.635806000,7.477755000
,1929,Daily,Egweaja Market,"H87H+GCH, 503102, Amanku, Rivers",4.574542000,7.327078000
,1930,Daily,Ama Utono Market,"GCGM+G94, 503102, Unyeada, Rivers",4.526455000,7.433394000
,1931,Daily,Ugungamaiyo Market,"H969+6R2, 503102, Ataba, Rivers",4.560730000,7.369930000
,1932,Daily,Market in Aganfor,"GC9F+H82, 503102, Unyeada, Rivers",4.524920000,7.424086000
,1933,Daily,Nkanlek Market,"G9C6+F9G, 503102, Ataba, Rivers",4.521466000,7.360910000
,1934,Daily,Okponnile Market,"GCQF+FMF, 503102, Isiodum, Rivers",4.539025000,7.424215000
,1935,Daily,Ama Ubulom Market,"FCVX+8H9, 503102, Unyeada, Rivers",4.493561000,7.448891000
,1936,Daily,Usende Market,"H88J+H26, 503102, Amanku, Rivers",4.566603000,7.329946000
,1937,Daily,Oloma Market,"HC23+X4C, 503102, Isiodum, Rivers",4.552690000,7.402682000
,1938,Daily,Egwele Market,"FCM9+6C6, 503102, Unyeada, Rivers",4.483135000,7.41849100
,1939,Daily,Otudong Market,"GF4G+RPJ, 503102, Unyeada, Rivers",4.507270000,7.476800000
,1940,Daily,Isiodum Market,"GCQF+QF8, 503102, Isiodum, Rivers",4.546091000,7.422187000
,1941,Daily,Amaekpu Market,"GCFP+5XW, 503102, Unyeada, Rivers",4.523153000,7.43742500
,1942,Daily,Dama Market,"F9MQ+HF3, 503102, Ataba, Rivers",4.484017000,7.388756000
,1943,Daily,Iyoba Market,"GCJQ+V8W, 503102, Unyeada, Rivers",4.532391000,7.438350000
,1944,Daily,Ukaya Market,"FCPC+57P, 503102, Unyeada, Rivers",4.485728000,7.420670000
,1945,Daily,Ogboro Market,"FCM8+HX5, 503102, Unyeada, Rivers",4.483910000,7.417443000
,1946,Daily,Ebonuwoe Keren Market,"H88J+73P, 503102, Amanku, Rivers",4.565846000,7.33026500
,1947,Daily,Ebon Akpon Market,"FFJW+3C3, 503102, Ikuru, Rivers",4.48049000,7.49612200
,1948,Daily,Etekan Market,"GCMQ+3M5, 503102, Unyeada, Rivers",4.533006000,7.439320000
,1949,Daily,Ama Renner Market,"FCHP+497, 503102, Unyeada, Rivers",4.478078000,7.436022000
,1950,Daily,Ayama Agana Market,"F9PX+J46, 503102, Ataba, Rivers",4.486754000,7.39784000
,1951,Daily,Egwe Ukontayi Market,"FCM6+7WP, 503102, Unyeada, Rivers",4.483421000,7.41230200
,1952,Daily,Emenudon Market,"H87G+3WG, 503102, Amanku, Rivers",4.562872000,7.327417000
,1953,Daily,Otunria Market,"H98Q+X2M, 503102, Ataba, Rivers",4.567634000,7.387593000
,1954,Daily,Egwe Aja Market,"FCP7+CW8, 503102, Unyeada, Rivers",4.4862830,7.414775000
,1955,Daily,Joshua Market,"H96C+7W6, 503102, Ataba, Rivers",5.03569600,7.526742000
,1956,Daily,Okwanjijor Market,"GCXH+8XM, 503102, Isiodum, Rivers",4.548535000,7.429870000
,1957,Daily,Otuama Market,"H96M+9V4, 503102, Ataba, Rivers",4.56100600,7.384687000
,1958,Daily,Epellema Market,"GCFQ+XCC, 503102, Unyeada, Rivers",4.525086000,7.438833000
,1959,Daily,Dema Market,"H98Q+869, 503102, Ataba, Rivers",4.566003000,7.388064000
,1960,Daily,Anyamaboko Village Square,"F9PV+547, 503102, Ataba, Rivers",4.48556200,7.392833000
,1961,Daily,Okama Market,"GCJW+VCX, 503102, Unyeada, Rivers",4.532482000,7.446138000
,1962,Daily,Ibotinya Bong Market,"FCP8+44X, 503102, Unyeada, Rivers",4.485547000,7.41543100
,1963,Daily,Eyo Market,"GCJW+Q4C, 503102, Unyeada, Rivers",4.542166000,7.445919000
,1964,Daily,Okpangwung Ituro Market,"F9PX+C63, 503102, Ataba, Rivers",4.486159000,7.398080000
,1965,Daily,Ottoni Market,"GFW7+J6X, 503103, Unyeada, Rivers",4.546788000,7.463183000
,1966,Daily,Okwoke Market,"F9V6+MXC, 503102, Ataba, Rivers",4.49447500,7.362503000
,1967,Daily,Ejitiwoma Market,"HC4X+6J5, 503102, Unyeada, Rivers",4.555629000,7.44909500
,1968,Daily,Yorkonwa Market,"501103, Lewe, Rivers",4.646276000,7.301877000
,1969,Daily,Egwebe Market,"GCJW+GP4, 503102, Unyeada, Rivers",4.531488000,7.44681400
,1970,Daily,Ija Market,"GCJV+RP6, 503102, Unyeada, Rivers",4.535038000,7.444603000
,1971,Daily,Ama Gabriel Market,"G9QP+XPX, 503102, Ataba, Rivers",4.5402090,7.386863000
,1972,Daily,Dimama Market,"GFG3+QC9, 503102, Unyeada, Rivers",4.526919000,7.453580000
,1973,Daily,Asalakiri Market,"GCJX+FPH, 503102, Unyeada, Rivers",4.531414000,7.449172000
,1974,Daily,Ebone Dekile Market,"FFWC+9VV, 503102, Ikuru, Rivers",4.496334000,7.472189000
,1975,Daily,Otuadum Market,"Asarama, 503102, Unyeada, Rivers",4.561104000,7.458537000
